"game_id","team_id","HoA","won","settled_in","head_coach","goals","shots","hits","pim","powerPlayOpportunities","powerPlayGoals","faceOffWinPercentage","giveaways","takeaways"
"2017030153","18","away",FALSE,"REG","Peter Laviolette",3,32,38,16,3,1,58.1,7,7
"2017030153","21","home",TRUE,"REG","Jared Bednar",5,34,32,12,5,0,41.9,6,6
"2017030154","18","away",TRUE,"REG","Peter Laviolette",3,34,30,14,3,0,61.4,0,11
"2017030154","21","home",FALSE,"REG","Jared Bednar",2,33,36,10,5,1,38.6,8,6
"2017030155","21","away",TRUE,"REG","Jared Bednar",2,27,17,6,2,0,38.7,13,3
"2017030155","18","home",FALSE,"REG","Peter Laviolette",1,45,16,4,3,0,61.3,14,7
"2017030156","18","away",TRUE,"REG","Peter Laviolette",5,37,36,4,3,0,63.2,4,4
"2017030156","21","home",FALSE,"REG","Jared Bednar",0,22,30,20,0,0,36.8,4,4
"2017030411","15","away",FALSE,"REG","Barry Trotz",4,28,38,4,1,0,48.4,8,9
"2017030411","54","home",TRUE,"REG","Gerard Gallant",6,34,25,4,1,1,51.6,9,22
"2017030412","15","away",TRUE,"REG","Barry Trotz",3,26,46,14,2,1,41.5,4,6
"2017030412","54","home",FALSE,"REG","Gerard Gallant",2,39,39,23,5,1,58.5,12,19
"2017030413","54","away",FALSE,"REG","Gerard Gallant",1,22,31,8,2,0,37.1,7,10
"2017030413","15","home",TRUE,"REG","Barry Trotz",3,26,38,4,4,0,62.9,21,12
"2017030414","54","away",FALSE,"REG","Gerard Gallant",2,30,39,32,4,0,51.6,7,8
"2017030414","15","home",TRUE,"REG","Barry Trotz",6,23,29,20,5,3,48.4,18,18
"2017030415","15","away",TRUE,"REG","Barry Trotz",4,33,27,8,4,1,47.5,6,10
"2017030415","54","home",FALSE,"REG","Gerard Gallant",3,31,39,12,2,1,52.5,15,22
"2017030221","5","away",TRUE,"REG","Mike Sullivan",3,25,24,2,2,0,43.1,14,10
"2017030221","15","home",FALSE,"REG","Barry Trotz",2,34,44,4,1,0,56.9,14,9
"2017030222","5","away",FALSE,"REG","Mike Sullivan",1,33,31,10,3,0,56.4,4,5
"2017030222","15","home",TRUE,"REG","Barry Trotz",4,32,33,10,3,1,43.6,17,16
"2017030223","15","away",TRUE,"REG","Barry Trotz",4,22,41,12,4,1,39,4,7
"2017030223","5","home",FALSE,"REG","Mike Sullivan",3,22,52,12,4,1,61,9,6
"2017030224","15","away",FALSE,"REG","Barry Trotz",1,21,43,13,3,1,50,5,3
"2017030224","5","home",TRUE,"REG","Mike Sullivan",3,24,25,11,4,2,50,11,5
"2017030225","5","away",FALSE,"REG","Mike Sullivan",3,39,28,6,5,2,50.7,12,7
"2017030225","15","home",TRUE,"REG","Barry Trotz",6,32,26,10,3,1,49.3,15,7
"2017030226","15","away",TRUE,"OT","Barry Trotz",2,30,36,2,1,0,38.1,4,4
"2017030226","5","home",FALSE,"OT","Mike Sullivan",1,22,33,2,1,0,61.9,15,9
"2017030161","30","away",FALSE,"REG","Bruce Boudreau",2,20,31,4,1,0,45.6,15,3
"2017030161","52","home",TRUE,"REG","Paul Maurice",3,40,39,2,2,1,54.4,16,4
"2017030162","30","away",FALSE,"REG","Bruce Boudreau",1,17,23,40,4,1,62.3,10,3
"2017030162","52","home",TRUE,"REG","Paul Maurice",4,44,38,42,3,0,37.7,6,6
"2017030163","52","away",FALSE,"REG","Paul Maurice",2,31,26,6,5,1,47.8,7,3
"2017030163","30","home",TRUE,"REG","Bruce Boudreau",6,29,19,10,3,2,52.2,8,3
"2017030164","52","away",TRUE,"REG","Paul Maurice",2,28,24,4,1,0,51.9,3,8
"2017030164","30","home",FALSE,"REG","Bruce Boudreau",0,30,19,2,2,0,48.1,11,5
"2017030165","30","away",FALSE,"REG","Bruce Boudreau",0,30,14,4,3,0,34,11,2
"2017030165","52","home",TRUE,"REG","Paul Maurice",5,26,30,6,2,1,66,12,5
"2013020674","19","away",FALSE,"REG","Ken Hitchcock",1,31,19,4,1,0,40.3,2,7
"2013020674","23","home",TRUE,"REG","John Tortorella",2,22,14,2,2,0,59.7,6,4
"2013020177","24","away",TRUE,"REG","Bruce Boudreau",3,37,23,6,2,0,52.9,6,12
"2013020177","4","home",FALSE,"REG","Craig Berube",2,28,35,4,3,1,47.1,16,10
"2012020225","29","away",FALSE,"REG","Todd Richards",2,27,22,6,3,0,47.6,3,4
"2012020225","24","home",TRUE,"REG","Bruce Boudreau",3,29,24,6,3,2,52.4,6,8
"2012020577","12","away",FALSE,"REG","Kirk Muller",2,42,20,4,1,0,52.7,3,11
"2012020577","6","home",TRUE,"REG","Claude Julien",6,36,15,2,2,0,47.3,10,3
"2013021085","17","away",FALSE,"REG","Mike Babcock",2,33,32,8,2,0,41.7,4,3
"2013021085","29","home",TRUE,"REG","Todd Richards",4,28,33,6,4,2,58.3,5,5
"2012020122","1","away",TRUE,"REG","Peter DeBoer",3,27,19,21,3,1,46.6,6,9
"2012020122","2","home",FALSE,"REG","Jack Capuano",0,22,24,15,7,0,53.4,12,6
"2012020387","26","away",FALSE,"REG","Darryl Sutter",2,33,29,6,5,2,46.2,0,4
"2012020387","27","home",TRUE,"REG","Dave Tippett",5,29,32,10,3,1,53.8,4,6
"2013021036","15","away",TRUE,"REG","Adam Oates",3,30,25,12,3,2,48.6,6,4
"2013021036","24","home",FALSE,"REG","Bruce Boudreau",2,45,33,8,5,0,51.4,4,3
"2012020510","26","away",FALSE,"SO","Darryl Sutter",3,31,11,8,2,2,46.3,3,2
"2012020510","30","home",TRUE,"SO","Mike Yeo",3,28,23,4,4,1,53.7,4,6
"2013020704","20","away",FALSE,"REG","Bob Hartley",2,24,15,10,2,0,47.8,6,6
"2013020704","18","home",TRUE,"REG","Barry Trotz",4,34,7,6,4,2,52.2,7,6
"2013020021","17","away",FALSE,"REG","Mike Babcock",1,26,16,8,2,0,56.1,12,7
"2013020021","6","home",TRUE,"REG","Claude Julien",4,37,23,4,4,2,43.9,9,6
"2012020511","15","away",TRUE,"SO","Adam Oates",3,38,19,6,4,1,52.5,3,2
"2012020511","7","home",FALSE,"SO","Ron Rolston",3,23,33,10,2,1,47.5,4,13
"2012020116","16","away",TRUE,"SO","Joel Quenneville",2,19,13,15,1,0,42.2,5,9
"2012020116","20","home",FALSE,"SO","Bob Hartley",2,47,7,7,5,1,57.8,12,12
"2013020885","19","away",FALSE,"REG","Ken Hitchcock",0,20,31,8,3,0,46.4,7,5
"2013020885","23","home",TRUE,"REG","John Tortorella",1,35,18,6,4,0,53.6,9,6
"2013020937","8","away",TRUE,"SO","Michel Therrien",3,31,33,17,5,0,50.7,10,4
"2013020937","24","home",FALSE,"SO","Bruce Boudreau",3,42,37,15,6,1,49.3,12,8
"2013020275","4","away",TRUE,"REG","Craig Berube",2,21,31,10,2,1,55.7,1,8
"2013020275","5","home",FALSE,"REG","Dan Bylsma",1,31,24,6,4,1,44.3,10,6
"2013020411","5","away",TRUE,"OT","Dan Bylsma",3,34,26,8,5,2,45.8,18,8
"2013020411","2","home",FALSE,"OT","Jack Capuano",2,23,20,14,2,0,54.2,13,14
"2013020442","52","away",TRUE,"OT","Claude Noel",2,36,22,11,3,0,58.3,5,6
"2013020442","14","home",FALSE,"OT","Jon Cooper",1,29,25,15,1,0,41.7,6,8
"2013020230","13","away",FALSE,"REG","Kevin Dineen",1,24,16,12,4,0,42.9,9,8
"2013020230","6","home",TRUE,"REG","Claude Julien",4,30,24,18,1,0,57.1,8,9
"2013020335","14","away",FALSE,"REG","Jon Cooper",1,37,24,4,1,0,36.2,13,7
"2013020335","28","home",TRUE,"REG","Todd McLellan",5,36,12,2,2,0,63.8,16,5
"2013021187","6","away",FALSE,"SO","Claude Julien",3,24,13,6,5,2,36.8,5,5
"2013021187","30","home",TRUE,"SO","Mike Yeo",3,24,11,10,2,1,63.2,3,11
"2013020898","28","away",FALSE,"REG","Todd McLellan",2,38,11,4,2,0,45.2,5,1
"2013020898","7","home",TRUE,"REG","Ted Nolan",4,20,14,4,2,1,54.8,3,8
"2013020585","15","away",FALSE,"SO","Adam Oates",1,50,10,7,2,0,51.6,4,4
"2013020585","7","home",TRUE,"SO","Ted Nolan",1,17,31,21,0,0,48.4,10,5
"2012020525","21","away",FALSE,"REG","Joe Sacco",2,24,25,4,3,1,53.7,5,3
"2012020525","17","home",TRUE,"REG","Mike Babcock",3,20,20,6,2,1,46.3,5,7
"2013020875","23","away",FALSE,"REG","John Tortorella",1,33,37,10,2,0,45.3,6,6
"2013020875","10","home",TRUE,"REG","Randy Carlyle",3,24,41,8,3,0,54.7,16,8
"2012020705","22","away",TRUE,"REG","Ralph Krueger",6,17,15,9,2,0,41.1,2,3
"2012020705","30","home",FALSE,"REG","Mike Yeo",1,39,25,29,2,0,58.9,2,5
"2013020185","10","away",TRUE,"REG","Randy Carlyle",4,22,19,22,1,0,55.8,13,7
"2013020185","20","home",FALSE,"REG","Bob Hartley",2,43,17,24,5,0,44.2,10,9
"2013020805","30","away",TRUE,"REG","Mike Yeo",4,33,21,8,5,1,44.8,10,1
"2013020805","24","home",FALSE,"REG","Bruce Boudreau",2,33,25,12,3,1,55.2,8,1
"2013020238","20","away",FALSE,"REG","Bob Hartley",2,20,16,13,6,0,56,1,5
"2013020238","19","home",TRUE,"REG","Ken Hitchcock",3,27,9,19,3,1,44,1,8
"2013020652","20","away",FALSE,"REG","Bob Hartley",0,27,21,21,2,0,44.1,3,5
"2013020652","27","home",TRUE,"REG","Dave Tippett",6,30,24,19,3,1,55.9,7,4
"2013020580","1","away",TRUE,"REG","Peter DeBoer",2,25,32,11,1,0,48.8,14,8
"2013020580","2","home",FALSE,"REG","Jack Capuano",1,31,31,7,3,0,51.2,21,7
"2013020356","29","away",TRUE,"REG","Todd Richards",6,22,43,12,4,2,53.8,10,6
"2013020356","10","home",FALSE,"REG","Randy Carlyle",0,18,37,18,1,0,46.2,18,6
"2013020208","10","away",FALSE,"REG","Randy Carlyle",0,21,28,52,4,0,43.2,2,7
"2013020208","23","home",TRUE,"REG","John Tortorella",4,47,8,42,9,1,56.8,7,7
"2013020795","13","away",FALSE,"REG","Peter Horachek",2,30,20,10,2,1,47.2,8,7
"2013020795","6","home",TRUE,"REG","Claude Julien",6,41,16,4,5,1,52.8,11,5
"2012020347","22","away",FALSE,"REG","Ralph Krueger",0,22,26,7,0,0,41,3,6
"2012020347","17","home",TRUE,"REG","Mike Babcock",3,28,15,5,1,0,59,9,10
"2013020497","30","away",TRUE,"SO","Mike Yeo",1,27,25,4,1,0,48,5,11
"2013020497","21","home",FALSE,"SO","Patrick Roy",1,27,23,2,2,0,52,6,11
"2013020941","7","away",TRUE,"REG","Ted Nolan",3,21,18,8,2,0,39.3,2,10
"2013020941","14","home",FALSE,"REG","Jon Cooper",1,44,22,6,3,0,60.7,6,3
"2012020320","1","away",FALSE,"REG","Peter DeBoer",2,30,31,8,4,0,46.3,15,12
"2012020320","10","home",TRUE,"REG","Randy Carlyle",4,23,44,8,4,1,53.7,27,9
"2012020632","13","away",FALSE,"REG","Kevin Dineen",2,28,22,8,5,1,54,5,13
"2012020632","2","home",TRUE,"REG","Jack Capuano",5,31,15,12,3,2,46,13,10
"2012020358","19","away",TRUE,"OT","Ken Hitchcock",4,35,22,6,4,1,49.3,4,10
"2012020358","28","home",FALSE,"OT","Todd McLellan",3,25,30,10,2,1,50.7,15,4
"2013020887","10","away",FALSE,"OT","Randy Carlyle",4,22,13,13,4,0,55.7,7,2
"2013020887","2","home",TRUE,"OT","Jack Capuano",5,35,23,13,4,1,44.3,11,9
"2013020924","13","away",FALSE,"REG","Peter Horachek",1,24,23,14,3,0,44.6,6,4
"2013020924","6","home",TRUE,"REG","Claude Julien",4,39,22,16,2,0,55.4,8,6
"2012020205","9","away",FALSE,"REG","Paul MacLean",0,34,30,4,4,0,55.6,10,2
"2012020205","10","home",TRUE,"REG","Randy Carlyle",3,29,37,8,2,0,44.4,11,6
"2013021213","4","away",TRUE,"OT","Craig Berube",4,21,24,12,2,1,54,5,4
"2013021213","5","home",FALSE,"OT","Dan Bylsma",3,36,35,8,4,0,46,10,3
"2013020972","52","away",FALSE,"OT","Paul Maurice",2,35,26,16,1,1,57.8,2,7
"2013020972","21","home",TRUE,"OT","Patrick Roy",3,34,24,6,6,0,42.2,9,15
"2013021119","20","away",FALSE,"REG","Bob Hartley",3,40,23,9,3,0,48.3,12,8
"2013021119","9","home",TRUE,"REG","Paul MacLean",6,37,31,21,2,0,51.7,11,8
"2013020446","4","away",FALSE,"REG","Craig Berube",1,28,21,45,5,0,50.7,7,3
"2013020446","25","home",TRUE,"REG","Lindy Ruff",5,34,18,20,5,0,49.3,13,6
"2013020521","9","away",FALSE,"REG","Paul MacLean",2,25,17,20,3,2,60,6,10
"2013020521","1","home",TRUE,"REG","Peter DeBoer",5,33,12,18,4,1,40,3,10
"2013020192","29","away",FALSE,"REG","Todd Richards",2,39,30,13,4,0,45.6,3,2
"2013020192","5","home",TRUE,"REG","Dan Bylsma",4,27,21,13,4,2,54.4,4,4
"2012020461","13","away",FALSE,"REG","Kevin Dineen",1,18,11,17,2,0,42.6,4,3
"2012020461","1","home",TRUE,"REG","Peter DeBoer",2,25,19,4,2,0,57.4,8,6
"2012020231","17","away",FALSE,"OT","Mike Babcock",3,29,14,12,2,0,59.6,9,2
"2012020231","18","home",TRUE,"OT","Barry Trotz",4,25,11,4,6,1,40.4,10,9
"2013020763","5","away",TRUE,"REG","Dan Bylsma",6,29,13,11,2,1,58.3,14,7
"2013020763","2","home",FALSE,"REG","Jack Capuano",4,34,22,9,3,0,41.7,18,7
"2012020663","10","away",TRUE,"REG","Randy Carlyle",4,22,39,11,3,1,47.4,8,1
"2012020663","9","home",FALSE,"REG","Paul MacLean",1,50,37,13,2,0,52.6,5,5
"2013020293","28","away",TRUE,"REG","Todd McLellan",3,37,11,8,6,1,54.2,3,5
"2013020293","22","home",FALSE,"REG","Dallas Eakins",1,31,22,12,3,1,45.8,16,7
"2013020273","28","away",TRUE,"OT","Todd McLellan",3,35,5,4,2,1,60.6,8,5
"2013020273","20","home",FALSE,"OT","Bob Hartley",2,13,20,4,2,1,39.4,15,3
"2013020959","29","away",TRUE,"REG","Todd Richards",1,36,25,7,5,0,49.2,10,5
"2013020959","18","home",FALSE,"REG","Barry Trotz",0,28,18,15,1,0,50.8,8,5
"2012020161","7","away",TRUE,"REG","Lindy Ruff",3,15,13,8,2,0,48.2,8,10
"2012020161","2","home",FALSE,"REG","Jack Capuano",2,43,17,6,3,0,51.8,14,10
"2012020251","52","away",FALSE,"REG","Claude Noel",3,37,33,26,4,0,58.7,4,4
"2012020251","4","home",TRUE,"REG","Peter Laviolette",5,39,40,22,6,3,41.3,9,7
"2013020038","27","away",FALSE,"REG","Dave Tippett",1,34,34,16,3,0,49.1,9,8
"2013020038","2","home",TRUE,"REG","Jack Capuano",6,28,15,10,6,2,50.9,15,8
"2013020221","22","away",TRUE,"OT","Dallas Eakins",4,27,41,4,3,1,45.5,1,7
"2013020221","13","home",FALSE,"OT","Kevin Dineen",3,23,42,8,1,0,54.5,6,7
"2013020579","17","away",TRUE,"REG","Mike Babcock",4,31,18,12,5,2,48.5,1,5
"2013020579","13","home",FALSE,"REG","Peter Horachek",3,33,37,10,6,1,51.5,6,6
"2013020449","28","away",FALSE,"REG","Todd McLellan",1,38,15,4,4,0,45.3,3,5
"2013020449","30","home",TRUE,"REG","Mike Yeo",3,13,16,8,2,0,54.7,3,7
"2012020059","16","away",TRUE,"REG","Joel Quenneville",3,24,12,17,3,0,47.4,1,2
"2012020059","29","home",FALSE,"REG","Todd Richards",2,26,22,15,5,0,52.6,1,2
"2013020563","19","away",FALSE,"SO","Ken Hitchcock",3,35,11,10,4,1,48.5,5,10
"2013020563","20","home",TRUE,"SO","Bob Hartley",3,29,13,8,5,2,51.5,13,7
"2012020476","30","away",TRUE,"REG","Mike Yeo",7,42,26,18,2,0,49.1,12,5
"2012020476","25","home",FALSE,"REG","Glen Gulutzan",4,26,36,16,3,1,50.9,16,10
"2012020701","20","away",FALSE,"REG","Bob Hartley",1,19,23,30,4,0,41.4,3,6
"2012020701","19","home",TRUE,"REG","Ken Hitchcock",4,20,19,18,5,1,58.6,5,7
"2012020489","27","away",FALSE,"OT","Dave Tippett",3,27,15,18,2,0,42.9,4,2
"2012020489","30","home",TRUE,"OT","Mike Yeo",4,37,10,14,4,0,57.1,10,4
"2012020239","1","away",TRUE,"REG","Peter DeBoer",3,37,9,10,6,1,41.5,2,3
"2012020239","15","home",FALSE,"REG","Adam Oates",2,19,30,24,4,2,58.5,10,6
"2012020587","7","away",FALSE,"REG","Ron Rolston",1,30,22,2,3,0,43.6,13,3
"2012020587","52","home",TRUE,"REG","Claude Noel",4,30,39,6,1,0,56.4,9,8
"2012020651","23","away",FALSE,"REG","Alain Vigneault",1,38,30,24,2,0,54.8,13,7
"2012020651","25","home",TRUE,"REG","Glen Gulutzan",5,30,25,18,5,1,45.2,10,10
"2012020379","23","away",TRUE,"SO","Alain Vigneault",1,38,27,4,2,0,45.1,3,5
"2012020379","29","home",FALSE,"SO","Todd Richards",1,27,29,4,2,0,54.9,3,8
"2013020727","8","away",FALSE,"REG","Michel Therrien",3,33,32,6,3,1,49.2,9,5
"2013020727","10","home",TRUE,"REG","Randy Carlyle",5,30,48,8,2,1,50.8,14,7
"2013020010","18","away",FALSE,"REG","Barry Trotz",2,30,13,20,4,0,50.9,0,6
"2013020010","19","home",TRUE,"REG","Ken Hitchcock",4,28,19,10,4,2,49.1,2,5
"2013020920","29","away",TRUE,"REG","Todd Richards",2,33,35,4,1,0,59.3,8,4
"2013020920","10","home",FALSE,"REG","Randy Carlyle",1,29,42,2,2,0,40.7,14,11
"2012020065","7","away",FALSE,"REG","Lindy Ruff",2,24,20,6,2,0,37.7,9,6
"2012020065","15","home",TRUE,"REG","Adam Oates",3,30,18,4,3,1,62.3,12,9
"2012020003","16","away",TRUE,"REG","Joel Quenneville",5,22,22,10,5,1,49.2,7,1
"2012020003","26","home",FALSE,"REG","Darryl Sutter",2,21,39,10,5,0,50.8,14,7
"2013020444","1","away",TRUE,"OT","Peter DeBoer",4,24,26,8,2,1,46.3,3,5
"2013020444","3","home",FALSE,"OT","Alain Vigneault",3,24,33,6,4,1,53.7,8,6
"2013021105","18","away",FALSE,"REG","Barry Trotz",3,28,36,2,1,0,51.6,14,6
"2013021105","25","home",TRUE,"REG","Lindy Ruff",7,29,14,2,1,1,48.4,17,13
"2012020364","20","away",FALSE,"REG","Bob Hartley",2,19,38,17,4,1,52.9,6,5
"2012020364","26","home",TRUE,"REG","Darryl Sutter",6,24,29,13,1,1,47.1,12,6
"2012020018","22","away",TRUE,"SO","Ralph Krueger",2,32,15,15,4,1,56.1,2,8
"2012020018","23","home",FALSE,"SO","Alain Vigneault",2,29,25,13,5,0,43.9,5,9
"2013020357","52","away",TRUE,"REG","Claude Noel",3,22,4,4,2,0,58,1,4
"2013020357","1","home",FALSE,"REG","Peter DeBoer",1,26,9,4,2,0,42,5,5
"2013020532","22","away",FALSE,"REG","Dallas Eakins",2,29,22,17,1,0,50.7,1,11
"2013020532","21","home",TRUE,"REG","Patrick Roy",4,39,23,2,2,1,49.3,5,14
"2013021017","21","away",TRUE,"REG","Patrick Roy",3,22,22,4,1,1,49.2,11,7
"2013021017","9","home",FALSE,"REG","Paul MacLean",1,39,26,2,2,0,50.8,4,11
"2012020439","30","away",TRUE,"REG","Mike Yeo",4,19,15,12,3,2,54.1,7,3
"2012020439","17","home",FALSE,"REG","Mike Babcock",2,38,18,8,5,1,45.9,6,11
"2013021128","30","away",TRUE,"REG","Mike Yeo",3,20,28,6,1,1,53.8,8,5
"2013021128","26","home",FALSE,"REG","Darryl Sutter",2,20,31,4,2,0,46.2,10,4
"2012020681","8","away",FALSE,"REG","Michel Therrien",2,21,15,8,4,1,59.3,4,6
"2012020681","1","home",TRUE,"REG","Peter DeBoer",3,24,19,8,4,2,40.7,6,5
"2013021079","19","away",TRUE,"REG","Ken Hitchcock",5,49,31,11,3,1,58.7,7,6
"2013021079","10","home",FALSE,"REG","Randy Carlyle",3,25,36,11,3,1,41.3,13,7
"2013020956","6","away",TRUE,"SO","Claude Julien",3,32,22,7,3,0,44.1,3,5
"2013020956","14","home",FALSE,"SO","Jon Cooper",3,20,28,11,1,0,55.9,12,10
"2013020549","19","away",TRUE,"REG","Ken Hitchcock",6,33,18,12,5,1,47.4,7,9
"2013020549","22","home",FALSE,"REG","Dallas Eakins",0,23,21,14,4,0,52.6,19,11
"2012020204","29","away",FALSE,"REG","Todd Richards",1,13,31,10,4,0,51.1,9,2
"2012020204","26","home",TRUE,"REG","Darryl Sutter",2,22,23,8,5,1,48.9,14,6
"2013020408","4","away",FALSE,"REG","Craig Berube",0,21,20,9,2,0,62.5,2,4
"2013020408","30","home",TRUE,"REG","Mike Yeo",2,21,16,9,2,0,37.5,10,8
"2013020445","24","away",TRUE,"REG","Bruce Boudreau",5,23,14,12,2,1,44.8,0,7
"2013020445","19","home",FALSE,"REG","Ken Hitchcock",2,28,21,6,5,0,55.2,4,7
"2013020723","3","away",TRUE,"REG","Alain Vigneault",4,31,26,6,4,1,50.8,8,5
"2013020723","9","home",FALSE,"REG","Paul MacLean",1,30,26,10,2,0,49.2,14,10
"2012020381","14","away",TRUE,"REG","Guy Boucher",3,13,40,8,2,1,48.6,4,3
"2012020381","13","home",FALSE,"REG","Kevin Dineen",2,39,20,4,4,0,51.4,5,7
"2013020628","1","away",FALSE,"REG","Peter DeBoer",1,22,15,15,4,1,53.6,5,2
"2013020628","7","home",TRUE,"REG","Ted Nolan",2,22,34,13,5,2,46.4,6,10
"2012020141","8","away",FALSE,"SO","Michel Therrien",4,32,20,16,4,1,46,6,5
"2012020141","7","home",TRUE,"SO","Lindy Ruff",4,40,15,10,7,1,54,8,3
"2013020692","20","away",TRUE,"REG","Bob Hartley",2,29,25,4,3,1,45.1,10,16
"2013020692","12","home",FALSE,"REG","Kirk Muller",0,23,25,8,1,0,54.9,21,13
"2013020418","26","away",TRUE,"SO","Darryl Sutter",2,51,28,14,5,0,50.7,7,3
"2013020418","24","home",FALSE,"SO","Bruce Boudreau",2,28,33,12,6,1,49.3,6,8
"2013020299","16","away",FALSE,"REG","Joel Quenneville",2,41,12,15,4,0,35.8,8,9
"2013020299","18","home",TRUE,"REG","Barry Trotz",7,30,20,13,5,2,64.2,10,9
"2013020280","27","away",FALSE,"SO","Dave Tippett",4,30,39,8,3,1,45.7,6,7
"2013020280","16","home",TRUE,"SO","Joel Quenneville",4,52,22,8,3,1,54.3,9,10
"2012020212","5","away",TRUE,"REG","Dan Bylsma",4,35,18,15,4,1,50,11,4
"2012020212","7","home",FALSE,"REG","Lindy Ruff",3,33,29,25,4,1,50,12,8
"2012020590","26","away",FALSE,"REG","Darryl Sutter",1,30,30,8,5,1,49.2,6,7
"2012020590","25","home",TRUE,"REG","Glen Gulutzan",5,31,34,12,4,0,50.8,12,11
"2013021049","15","away",FALSE,"SO","Adam Oates",1,22,22,11,3,0,46.8,11,4
"2013021049","26","home",TRUE,"SO","Darryl Sutter",1,28,50,11,3,0,53.2,12,3
"2013020403","23","away",TRUE,"REG","John Tortorella",3,30,26,19,3,1,48.6,8,5
"2013020403","12","home",FALSE,"REG","Kirk Muller",2,31,35,13,6,0,51.4,12,3
"2013020197","21","away",TRUE,"OT","Patrick Roy",3,29,28,9,4,0,58.5,8,4
"2013020197","25","home",FALSE,"OT","Lindy Ruff",2,29,21,13,2,0,41.5,9,9
"2013020918","19","away",TRUE,"REG","Ken Hitchcock",4,30,36,6,3,1,47.6,3,4
"2013020918","27","home",FALSE,"REG","Dave Tippett",2,25,28,6,3,0,52.4,1,3
"2012020182","15","away",TRUE,"OT","Adam Oates",6,29,31,12,3,2,64.7,1,5
"2012020182","13","home",FALSE,"OT","Kevin Dineen",5,32,24,8,5,0,35.3,3,6
"2013020410","28","away",TRUE,"REG","Todd McLellan",4,41,19,11,4,1,47.8,7,9
"2013020410","10","home",FALSE,"REG","Randy Carlyle",2,30,56,13,3,2,52.2,17,3
"2012020050","2","away",FALSE,"REG","Jack Capuano",2,26,27,13,3,0,39,8,8
"2012020050","6","home",TRUE,"REG","Claude Julien",4,27,35,23,3,0,61,8,9
"2013020557","5","away",FALSE,"REG","Dan Bylsma",0,27,25,8,7,0,50.9,18,12
"2013020557","9","home",TRUE,"REG","Paul MacLean",5,29,25,16,3,1,49.1,6,8
"2013020773","18","away",FALSE,"SO","Barry Trotz",4,25,16,10,2,0,50,7,9
"2013020773","20","home",TRUE,"SO","Bob Hartley",4,31,20,4,5,3,50,11,5
"2012020546","14","away",TRUE,"REG","Jon Cooper",5,30,22,6,1,0,57.4,1,14
"2012020546","12","home",FALSE,"REG","Kirk Muller",0,45,24,2,3,0,42.6,6,10
"2012020552","30","away",FALSE,"REG","Mike Yeo",0,23,32,4,1,0,52.1,9,4
"2012020552","26","home",TRUE,"REG","Darryl Sutter",3,14,31,2,2,0,47.9,8,3
"2013020434","30","away",FALSE,"REG","Mike Yeo",0,20,17,10,4,0,44.7,0,4
"2013020434","29","home",TRUE,"REG","Todd Richards",4,41,25,10,3,1,55.3,4,1
"2013021096","2","away",FALSE,"SO","Jack Capuano",2,27,23,6,3,0,43.3,5,8
"2013021096","14","home",TRUE,"SO","Jon Cooper",2,31,21,6,3,0,56.7,14,4
"2012020009","17","away",FALSE,"REG","Mike Babcock",0,14,12,30,4,0,53.6,0,2
"2012020009","19","home",TRUE,"REG","Ken Hitchcock",6,36,25,18,5,4,46.4,7,5
"2013020760","19","away",TRUE,"REG","Ken Hitchcock",2,25,24,8,2,1,51.7,7,5
"2013020760","3","home",FALSE,"REG","Alain Vigneault",1,35,21,6,3,0,48.3,14,10
"2013020178","25","away",FALSE,"REG","Lindy Ruff",1,27,17,13,1,0,49.3,3,1
"2013020178","8","home",TRUE,"REG","Michel Therrien",2,24,22,9,3,0,50.7,5,7
"2013020252","16","away",TRUE,"REG","Joel Quenneville",5,31,15,12,1,1,50,4,6
"2013020252","25","home",FALSE,"REG","Lindy Ruff",2,33,22,4,6,0,50,17,7
"2013020153","23","away",TRUE,"OT","John Tortorella",3,21,16,26,3,1,38.6,1,3
"2013020153","19","home",FALSE,"OT","Ken Hitchcock",2,24,17,28,2,1,61.4,3,4
"2013021027","30","away",TRUE,"REG","Mike Yeo",6,22,10,6,3,1,56.7,6,9
"2013021027","2","home",FALSE,"REG","Jack Capuano",0,36,18,6,3,0,43.3,14,7
"2013020250","2","away",FALSE,"REG","Jack Capuano",2,26,20,10,1,0,41.3,0,1
"2013020250","29","home",TRUE,"REG","Todd Richards",5,29,30,4,4,2,58.7,2,3
"2012020521","15","away",FALSE,"OT","Adam Oates",4,29,16,15,7,2,56.1,8,4
"2012020521","4","home",TRUE,"OT","Peter Laviolette",5,34,24,31,4,1,43.9,11,8
"2013020874","9","away",FALSE,"REG","Paul MacLean",2,28,22,13,3,1,46.6,13,7
"2013020874","6","home",TRUE,"REG","Claude Julien",7,42,19,11,4,1,53.4,8,11
"2012020417","28","away",FALSE,"REG","Todd McLellan",2,22,36,7,2,1,52.7,10,6
"2012020417","26","home",TRUE,"REG","Darryl Sutter",5,24,46,9,1,0,47.3,9,4
"2012020708","8","away",TRUE,"REG","Michel Therrien",4,28,39,16,6,0,53.1,10,1
"2012020708","10","home",FALSE,"REG","Randy Carlyle",1,17,45,44,7,1,46.9,18,7
"2012020396","3","away",FALSE,"REG","John Tortorella",1,29,33,9,1,0,58.9,6,2
"2012020396","52","home",TRUE,"REG","Claude Noel",3,33,46,7,2,1,41.1,11,7
"2012020717","17","away",TRUE,"REG","Mike Babcock",3,37,14,8,4,0,50.9,6,2
